case_type,venue,domain,year,paper_id,paper_number,forum_url,title,decision,decision_label,has_decision_note,decision_note,n_reviews,n_scored_reviews,scores,confidences,mean_score,median_score,confidence_weighted_mean,accept_threshold,accept_votes,reject_votes,reviewer_majority,has_meta_review,meta_signature,meta_review,public_discussion_count,public_discussion_word_count,public_author_response_count,public_reviewer_followup_count,public_ac_pc_comment_count
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,MM6ZWF7gl9,14197,https://openreview.net/forum?id=MM6ZWF7gl9,Understanding the Statistical Accuracy-Communication Trade-off in Personalized Federated Learning with Minimax Guarantees,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper makes a very important theoretical contribution to personalized federated learning (PFL), by analyzing the statistical accuracy and its relation to the personalization coefficient and communication efficiency. Because PFL is essentially about generalization performance, standard approaches that analyze the algorithmic convergence using optimization theory are insufficient to show the gains in PFL. This paper takes the first step to analyze the statistical accuracy, i.e., the gap between the empirical optimal model and the statistical optimal model (the latter assumes knowledge of the full data distribution), for an actual implementable algorithm. The results can enrich the fundamental understanding of PFL. I feel that ",5,5,3 2 2 3 1,    ,2.2,2.0,2.2,3,2,3,reject,False,,No public meta-review exposed,9,4187,7,2,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,yeICCRy3lE,11687,https://openreview.net/forum?id=yeICCRy3lE,AdaPTS: Adapting Univariate Foundation Models to Probabilistic Multivariate Time Series Forecasting,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper has been assessed by five knowledgeable reviewers. Two of them supported its acceptance (score of 4), the other three opted for straight rejection (score of 1). The authors provided a rebuttal and engaged the reviewers who offered positive scores in a discussion which led to increases of the initial scores. Effectively, the key concerns of those reviewers have been addressed by the authors. However, the reviewers who recommended a rejection did not respond to the rebuttal, even though they have acknowledged seeing it. I read the paper and carefully analyzed the reviews and the discussion between the authors and those two reviewers who were engaged. I found the paper to be valuable and confirmed that the main concerns v",5,5,4 1 4 1 1,    ,2.2,1.0,2.2,3,2,3,reject,False,,No public meta-review exposed,7,2922,5,2,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,XIyrotmBSJ,11052,https://openreview.net/forum?id=XIyrotmBSJ,KEA: Keeping Exploration Alive by Proactively Coordinating Exploration Strategies,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper presents KEA (Keeping Exploration Alive), a method that addresses exploration inefficiencies when combining Soft Actor-Critic (SAC) with novelty-based exploration methods. The authors identify that interactions between SAC's stochastic policy and novelty-based exploration can lead to delayed shifts between exploration strategies and redundant sample collection. KEA introduces a co-behavior agent alongside SAC and a switching mechanism to coordinate exploration strategies based on state novelty. After carefully reviewing the submission, the reviews, and the subsequent discussions, I recommend a **weak acceptance** for this paper. The submission identifies an issue in reinforcement learning exploration, specifically how ",5,5,3 3 2 1 2,    ,2.2,2.0,2.2,3,2,3,reject,False,,No public meta-review exposed,9,3916,7,2,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,PGNff6H1TV,12971,https://openreview.net/forum?id=PGNff6H1TV,EncryptedLLM: Privacy-Preserving Large Language Model Inference via GPU-Accelerated Fully Homomorphic Encryption,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper proposes a method to performing FHE with GPUs that achieves significant speedup compared to existing CPU solutions. This required both significant engineering and systems design, and some novel applications of cryptographic techniques to achieve the superior performance. However, some reviewers were concerned with the lack of thorough experiments which was partially addressed in the rebuttal. Further, though this is a substantial improvement, it is likely still not the case that FHE can be deployed (even with GPU) for large frontier models.",4,4,2 1 4 2,   ,2.25,2.0,2.25,3,1,3,reject,False,,No public meta-review exposed,4,747,4,0,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,QfD9P9IIoz,12809,https://openreview.net/forum?id=QfD9P9IIoz,Hidden No More: Attacking and Defending Private Third-Party LLM Inference,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This work proposes an attack against permutation- and noise-based private inference methods when the weights are public. The attack is innovative and can decode model inputs with high accuracy. Based on this, this work then proposes a heuristic defense that shows success empirically in defending against various forms of leakage. Overall, reviewers had consensus that this work had lacking clarity and that this work should be revised to improve the presentation of the work and its technical details and that the lacking security guarantees for the defence significantly detract from the efficacy of the approach. Some significant improvements were made during the rebuttal including extensions of the attack to closed-weight settings an",4,4,2 2 3 2,   ,2.25,2.0,2.25,3,1,3,reject,False,,No public meta-review exposed,4,3122,4,0,0
ICML 2025 reject_to_accept,ICML 2025,ICML.cc/2025/Conference,2025,2GmDdhBdDk,9959,https://openreview.net/forum?id=2GmDdhBdDk,The Berkeley Function Calling Leaderboard (BFCL): From Tool Use to Agentic Evaluation of Large Language Models,accept,ICML.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper is about Berkeley Function Calling Leaderboard, a well known and popular benchmark for evaluating the function-calling capabilities of Large Language Models. Given this is a blind review, it was confusing to few reviewers on how this work compares to well known BFCL leaderboard. All other concerns/questions from reviewers are addressed to a good extent in the authors rebuttal. Therefore, I recommend accepting this work.",4,4,2 2 2 3,   ,2.25,2.0,2.25,3,1,3,reject,False,,No public meta-review exposed,6,2768,5,1,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,BJBje1IHI9,10890,https://openreview.net/forum?id=BJBje1IHI9,Aya Vision: Advancing the Frontier of Multilingual Multimodality,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper introduces Aya Vision, a family of multilingual multimodal models (8B and 32B) designed to address data scarcity and catastrophic forgetting. The contributions include 1) a synthetic annotation pipeline combining translation and rephrasing to improve multilingual data quality, 2) a training-free cross-modal model merging technique that preserves text performance while adding multimodal capabilities, and 3) the release of AyaVisionBench for multilingual multimodal evaluation. Strengths: - Novel and effective cross-modal merging strategy that avoids catastrophic forgetting. - Demonstrated strong performance across 23 languages, outperforming larger baselines. - Comprehensive ablations and detailed data quality analysis. - Commitm",4,4,6 5 5 5,3 3 4 4,5.25,5.0,5.214285714285714,4,4,0,accept,False,,No public meta-review exposed,7,3396,5,2,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,jCbbI78q4k,27196,https://openreview.net/forum?id=jCbbI78q4k,Zero-Shot Adaptation of Behavioral Foundation Models to Unseen Dynamics,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper builds on the premise Behavioral Foundation Models (BFMs) to enable generalization to new, unseen transition dynamics. The authors show that standard FB-based methods fail to generalize to new dynamics because experiences from different environments are conflated, causing interference. To rectify this, the authors propose 2 methods - BFB and RFB, which do belief estiamtion with a transformer based architecture to condition the prediction. The authors then evaluate this empirically on gridworld and simulated navigation problems, showing generalizations to new dynamics. All reviewers were strongly supportive of the paper and it has both empirical and theoretical merit. It is a valuable addition to the literature in this space! ==",3,3,5 5 5,3 1 4,5.0,5.0,5.0,4,3,0,accept,False,,No public meta-review exposed,8,2572,5,3,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,U2egSkNzP4,1827,https://openreview.net/forum?id=U2egSkNzP4,$\psi$DAG: Projected Stochastic Approximation Iteration for Linear DAG Structure Learning,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: While all reviewers were on the positive side about this paper, after going over the paper myself I conclude that it is below bar for NeurIPS. While the empirical study is very impressive and comprehensive, the algorithmic approach itself and the technical derivations, and in particular the main convergence results that follow in a straightforward manner from known results, put this work below bar for NeurIPS in my opinion.",4,4,5 5 5 4,4 4 3 3,4.75,5.0,4.785714285714286,4,4,0,accept,False,,No public meta-review exposed,17,5823,12,5,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,QP0mGwfv0G,2351,https://openreview.net/forum?id=QP0mGwfv0G,A Robust Training Method for Federated Learning with Partial Participation,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The reviewers initially mentioned a number of weaknesses and questions, ranging from the paper being difficult to follow, insufficient experiments, and lack of clarity regarding various parts of the proposed method (different reviewers had questions about different parts). At the same time, there was a rather unanimous agreement that the paper proposes a comprehensive framework, very well-grounded in theory, that unifies a number of existing methods and practical use cases. With respect to the initial submission, I tend to agree especially with the criticism concerning limited evaluation - only one model and dataset was included in the main paper (plus one more pair in the Appendix, but this one is not compared to any extra baseline other",4,4,4 5 5 5,2 3 3 1,4.75,5.0,4.777777777777778,4,4,0,accept,False,,No public meta-review exposed,16,7076,10,6,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,iJ4i5HE5ER,12015,https://openreview.net/forum?id=iJ4i5HE5ER,SophiaVL-R1: Reinforcing MLLMs Reasoning with Thinking Reward,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper presents SophiaVL-R1, a multimodal large language model that enhances reasoning capabilities through Trust-GRPO, which combines rule-based outcome rewards with holistic thinking rewards. The method aims to address the ""wrong reasoning, correct answer"" phenomenon in R1-style training. There are several fundamental concerns merit closer examination: 1. Limited practical improvements over baseline. The paper claims that SophiaVL-R1-7B outperforms LLaVA-OneVision-72B, but the most important comparison in this paper should be between Trust-GRPO and standard GRPO using the same base model. When properly compared using Qwen2.5-VL-7B-Instruct, Trust-GRPO shows only modest improvements of 1-2 absolute points over GRPO on 4 out of 7 benc",4,4,5 5 5 4,4 3 5 4,4.75,5.0,4.75,4,4,0,accept,False,,No public meta-review exposed,10,4740,7,3,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,xfdnEKp7tt,17521,https://openreview.net/forum?id=xfdnEKp7tt,Prior-based Noisy Text Data Filtering: Fast and Strong Alternative For Perplexity,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: The paper proposes a prior-based data filtering method that estimates token priors from corpus-level term frequencies and filters documents using the mean and standard deviation of those priors, avoiding any model inference. It reports the highest average downstream performance across 21 benchmarks while reducing filtering time by >1000×, with demonstrated applicability to code, math, and dynamic multilingual corpora. Strengths include extreme efficiency and scalability, simplicity of deployment as a drop-in alternative to PPL, and clear empirical utility for large-scale pretraining pipelines. Potential weaknesses include unclear performance on harder benchmarks and problematic claims. In the rebuttal phase, both reviewers and authors act",4,4,5 6 5 3,4 4 3 4,4.75,5.0,4.733333333333333,4,3,1,accept,False,,No public meta-review exposed,14,7623,9,4,1
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,EqlmpJYapx,9532,https://openreview.net/forum?id=EqlmpJYapx,PipelineRL: Faster On-policy Reinforcement Learning for Long Sequence Generation,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper proposes PipelineRL, a framework that leverages in-flight weight updates to balance GPU utilization and on-policy data freshness during RL with LLMs. Reviewers appreciated the clarity, open-sourcing of code, and the practical significance of improving throughput. While the reviewers are generally positive, the consensus strengths are somewhat overshadowed by insufficient baseline comparisons (reviewer `ehFX`), and open concerns about stability (reviewer `rF4g`). These weaknesses are not merely incremental gaps but raise questions about how broadly applicable and reliable the proposed approach will be in practice. I believe this paper can be further strengthened by broader empirical validation across models and tasks. Based on t",4,4,5 4 5 5,3 3 2 3,4.75,5.0,4.7272727272727275,4,4,0,accept,False,,No public meta-review exposed,9,2889,5,4,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,QpYYBFQQTu,10315,https://openreview.net/forum?id=QpYYBFQQTu,NBSP: A Neuron-Level Framework for Balancing Stability and Plasticity in Deep Reinforcement Learning,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper identifies task-specific skill neurons in a neural network which, if frozen after a task change in a multi-task sequential learning protocol, preserve performance on the old task without significantly slowing down training on a new task. While similar observations regarding the localization of learning to specific neurons have been made in prior works, this paper is the first to show that a relatively straightforward neuron freezing protocol can effectively preserve knowledge in the multi-task reinforcement learning domain. The fact that learning can be localized in this way in RL, and that the number of neurons needed to preserve prior task performance is often quite low, is a surprising and valuable contribution to the litera",4,4,5 5 4 5,4 4 5 5,4.75,5.0,4.722222222222222,4,4,0,accept,False,,No public meta-review exposed,18,7369,12,6,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,2rgYVFiWPL,22589,https://openreview.net/forum?id=2rgYVFiWPL,Sample complexity of Schrödinger potential estimation,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper studies the problem of Schrödinger potential estimation, which plays a central role in generative modeling methods based on Schrödinger bridges and stochastic optimal control. All reviewers agree that this is a strong paper and recommend acceptance. The reviewers all found that the merits of the work are clear. It establishes rigorous fast-rate convergence guarantees for Schrödinger potential estimation under sub-Gaussian assumptions, improving on earlier Sinkhorn-based results and demonstrating the feasibility of learning Schrödinger potentials in realistic Gaussian-noise settings. Reviewers highlighted the clarity of the exposition, the precise formulation of assumptions and results, and the careful positioning of the work wi",5,5,4 5 4 5 5,3 2 1 3 4,4.6,5.0,4.6923076923076925,4,5,0,accept,False,,No public meta-review exposed,15,7585,8,7,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,FNuul0hlin,20374,https://openreview.net/forum?id=FNuul0hlin,DRAGON: Guard LLM Unlearning in Context via Negative Detection and Reasoning,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: **Summary** This paper proposes DRAGON, a lightweight, black-box LLM unlearning framework designed to address critical limitations of existing training-based unlearning methods (e.g., reliance on retain data, model modification). DRAGON leverages two core components: (1) a lightweight detection module that identifies forget-worthy prompts (without needing retain data) by combining a learned scoring model and similarity-based verification against an Unlearn Store of representative prompts; (2) a chain-of-thought (CoT) guard model that injects context-aware safety instructions at inference time to enforce unlearning, without modifying the base LLM’s weights. The paper also introduces novel evaluation metrics—Refusal Quality (RQ), Dynamic De",4,4,5 5 4 5,3 4 4 2,4.75,5.0,4.6923076923076925,4,4,0,accept,False,,No public meta-review exposed,14,5950,10,4,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,AlcMfjenRb,3096,https://openreview.net/forum?id=AlcMfjenRb,Gradient-Free Approaches is a Key to an Efficient Interaction with Markovian Stochasticity,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: # Summary This paper studies the finite-sample complexity of zeroth-order (gradient-free) stochastic optimization under Markovian noise. The authors consider both smooth and non-smooth objective functions and propose two algorithms that combine multi-level estimators of the gradient of a smoothed version of the objective with acceleration techniques. These methods yield improved query complexity bounds compared to naïve implementations. In particular, the bounds are comparable to those achieved by first-order methods under similar settings, up to additional multiplicative terms of order $\tau + d$ or $d(\tau + d)$, depending on the specific algorithm, where $\tau$ denotes the mixing time of the Markov chain and $d$ the problem dimension. ",5,5,5 5 5 4 4,4 4 3 4 2,4.6,5.0,4.647058823529412,4,5,0,accept,False,,No public meta-review exposed,15,6178,10,5,0
NeurIPS 2025 accept_to_reject,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,c7qZNpguY0,13671,https://openreview.net/forum?id=c7qZNpguY0,Kernel Trace Distance: Quantum Statistical Metric between Measures through RKHS Density Operators,reject,NeurIPS.cc/2025/Conference/Rejected_Submission,True,"title: Paper Decision | decision: Reject | comment: This paper defines a new distance, denoted as $d_{KT}$, between probability distributions via the Schatten 1-norm of their kernel covariance operators, with improved discriminating power and robustness to hyperparameters. The distance is validated on small-scale approximate Bayesian computation and particle flow simulations, with limited comparisons to MMD and Wasserstein distances. The reviewers acknowledge the novel definition as conceptually creative and well ground in theory. The reviewers recognize the rigor and clarity of the theoretical contributions, noting that the authors have proved the fundamental properties of $d_{KT}$ including its discriminative power, robustness, and convergence. Although the reviewers assigned high scores",5,5,5 5 3 5 5,3 4 3 3 4,4.6,5.0,4.647058823529412,4,4,1,accept,False,,No public meta-review exposed,18,6145,12,6,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,VyjFOO9cFi,10891,https://openreview.net/forum?id=VyjFOO9cFi,"Convergence of Clipped SGD on Convex $(L_0,L_1)$-Smooth Functions",accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: # Reiew by AC This paper addresses the stochastic minimization problem under convexity, $(L_0, L_1)$-smoothness, and a light-tailed noise assumption. The authors derive new convergence results for Clip-SGD (and its AdaGrad-type variant) applied to this setting. Their rates achieve logarithmic dependence on the failure probability and avoid exponentially large factors in $L_1 R_0$, where $R_0$ bounds $||x_0 - x_\ast||$. To the best of my knowledge, these are the first convergence guarantees - among both in-expectation and high-probability results - without exponential dependence on $L_1 R_0$, while also attaining the correct (non-accelerated) dependence on the number of iterations $T$ in the convex $(L_0, L_1)$-smooth case without",4,4,2 3 2 5,4 4 4 2,3.0,2.5,2.7142857142857144,4,1,3,reject,False,,No public meta-review exposed,11,3851,5,5,1
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,w0xm9oG8im,12253,https://openreview.net/forum?id=w0xm9oG8im,STRIDER: Navigation via Instruction-Aligned Structural Decision Space Optimization,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper presents a method to perform instruction-guided navigation in real world environments (e.g. VLN-CE). Towards this goal, the authors propose a framework that makes heavy use of VLMs and LLMs to reason about where the agent should navigate to next and propose a structured-waypoint generator to create navigable options. After the rebuttal, the remaining concerns of the reviewers fall into two categories: 1. The heavy use of VLMs/LLMs makes the method slow and possibly not applicable to real-time applications. 2. The method is sensitive to the choice of VLM/LLM. 3. The method relies heavily on the strength of modern VLMs/LLMs. The AC disagrees with the reviewers. 1. While the method is not applicable to real-time applicati",4,4,3 3 3 3,3 3 4 4,3.0,3.0,3.0,4,0,4,reject,False,,No public meta-review exposed,10,4271,7,3,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,7LulWI9QJy,22664,https://openreview.net/forum?id=7LulWI9QJy,GauSAM: Contour‑Guided 2D Gaussian Fields for Multi‑Scale Medical Image Segmentation with Segment Anything,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: The proposed work extends the Segment Anything Model (SAM) by explicitly modeling the segmentation probability field as a combination of two-dimensional Gaussians, enabling the trained network to process images of arbitrary resolution. During the initial review process, reviewers acknowledged the novelty of the approach (9QbL, 8M61), its superior performance and generalization ability, as well as its efficiency. At the same time, several weaknesses were raised, including the need for clearer distinctions and advantages relative to existing methods (e.g., I-MedSAM), the limited empirical validation (restricted to two datasets), lack of clarity regarding the motivation, missing analyses in the empirical evaluation (e.g., training a",4,4,5 3 3 2,4 5 4 5,3.25,3.0,3.1666666666666665,4,1,3,reject,False,,No public meta-review exposed,17,10903,12,5,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,gkG8JOOUF4,9646,https://openreview.net/forum?id=gkG8JOOUF4,Adaptive Preference Arithmetic: A Personalized Agent with Adaptive Preference Arithmetic for Dynamic Preference Modeling,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper introduces a training-free framework for LLM agent personalization that models dynamic preference strengths. The key idea is to estimate how user preference weights shift over time based on past interactions—without requiring additional feedback—and then guide controllable generation by linearly combining next-token distributions conditioned on these dynamic preferences. Reviewers highlighted the paper’s methodological originality and practical significance. Unlike fine-tuning-based approaches, the authors propose a lightweight, flexible solution that can be easily applied across tasks and architectures. This training-free property lowers barriers to deployment in real-world settings where user data and compute are lim",5,5,3 4 3 2 4,4 4 4 3 4,3.2,3.0,3.263157894736842,4,2,3,reject,False,,No public meta-review exposed,15,7442,10,5,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,cNqMAmpZh4,29012,https://openreview.net/forum?id=cNqMAmpZh4,From Euler to AI: Unifying Formulas for Mathematical Constants,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: The paper solves a very interesting and important question: ""How are discovered mathematical formulas connected?"". The paper relies on LLMs and various mathematical techniques to extract various representations of approximations for, e.g., for $\pi$ and $e$, and convert them into standard forms, after which unification of formulas can be performed. Several relations between different representations are found. For example, for $\pi$, 381 of 407 formulas are proved linked and several well-known representations (e.g., from Euler, Gauss, and Brouncker) are shown to be equivalent. The paper is well motivated, and the studied problem is very novel/original. Most reviewers (and also I myself, after reading the paper and the discussions",4,4,3 2 5 3,4 4 4 3,3.25,3.0,3.2666666666666666,4,1,3,reject,False,,No public meta-review exposed,14,9492,10,4,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,yFjgV3cJje,3235,https://openreview.net/forum?id=yFjgV3cJje,4D-VLA: Spatiotemporal Vision-Language-Action Pretraining with Cross-Scene Calibration,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper proposes 4D-VLA, a vision–language–action pretraining framework that addresses two key sources of input inconsistency in embodied learning: coordinate system misalignment and temporal ambiguity. The method augments RGB with depth (or estimated geometry) and introduces a memory-bank sampling (MBS) strategy tailored to streaming VLA tasks. The authors also propose MV-Bench, a multi-view evaluation suite. Experiments on LIBERO, MV-Bench, and real robots show consistent improvements over baselines. Strengths The paper tackles a fundamental and under-explored challenge in VLA pretraining: the lack of consistent robot-centric coordinate frames in existing datasets. The integration of depth/geometry for coordinate alignment a",4,4,3 3 3 4,3 3 4 5,3.25,3.0,3.3333333333333335,4,1,3,reject,False,,No public meta-review exposed,18,7483,16,2,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,UCV21BsuqA,10766,https://openreview.net/forum?id=UCV21BsuqA,Classical Planning with LLM-Generated Heuristics: Challenging the State of the Art with Python Code,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: # Meta Review Please provide detailed and convincing justifications for your recommendation, including but not limited to (a) Summarize the scientific claims and findings of the paper based on your own reading and characterizations from the reviewers. (b) What are the strengths of the paper? (c) What are the weaknesses of the paper? What might be missing in the submission? (d) Provide the most important reasons for your decision to accept/reject. For spotlights or orals explain why the paper stands out (other than by high scores or popularity trends). (e) Summarize the discussion and changes during the rebuttal period. What were the points raised by the reviewers? How were each of these points addressed by the authors? How did yo",5,5,3 3 2 5 4,3 4 4 5 3,3.4,3.0,3.473684210526316,4,2,3,reject,False,,No public meta-review exposed,13,7699,10,3,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,oQYq9L1NVT,12147,https://openreview.net/forum?id=oQYq9L1NVT,Deep Video Discovery: Agentic Search with Tool Use for Long-form Video Understanding,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: # Summary This paper proposes Deep Video Discovery (DVD), an agentic framework designed for long-form video understanding. # Reasons to accept the paper * Strong performance on various benchmarks * Comprehensive ablations # Reason to reject the paper * Limited novelty in video retrieval & search. * Higher computational costs / inefficient model inference. # Discussion During rebuttal, the author(s) provide an answer about the novelty: being a more adaptive framework compared with existing ones. The author(s) also provide additional comparisons on efficiency and additional based models. AC founds the response are reasonable and believes the current merits (strong empirical results) can outweigh the concerns, thus AC recommends to ",3,3,5 3 3,3 5 3,3.6666666666666665,3.0,3.5454545454545454,4,1,2,reject,False,,No public meta-review exposed,16,3825,10,3,3
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,fiXCcxGysZ,17484,https://openreview.net/forum?id=fiXCcxGysZ,Token Embeddings Violate the Manifold Hypothesis,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: This paper considers a simple question: Do token embeddings satisfy the manifold hypothesis? The manifold hypothesis is a popular explanation for the success of deep learning, particularly in vision applications. But whether or not language models exploit a similar structure is (surprisingly) unknown. The authors adopt a rigorous approach to study this problem and show that in fact, token embeddings *do not* satisfy a smooth version of the manifold hypothesis. This accomplished by formulating the problem as a hypothesis test, and developing the necessary theory to develop a method for testing this hypothesis. Reviews were split and there was extensive discussion on this submission (almost twice as many comments as average). Revie",5,5,5 3 3 4 3,4 3 3 2 4,3.6,3.0,3.625,4,2,3,reject,False,,No public meta-review exposed,26,14619,17,9,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,LHsQSC89Pt,20406,https://openreview.net/forum?id=LHsQSC89Pt,STAR-Bets: Sequential TArget-Recalculating Bets for Tighter Confidence Intervals,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: The paper considers the problem of constructing confidence intervals for the mean of a bounded random variable, given access to a fixed number of samples, and proposes new methods for constructing confidence intervals using betting algorithms. Previous betting-based confidence intervals are either designed for anytime-validity, and as a result are sub-optimal for a fixed sample size, or lack non-asymptotic bounds on their width. The main idea behind the proposed star-betting method, is to design betting algorithms that always finish with either 0 wealth or just enough wealth to reject a candidate value for the mean, as opposed to betting algorithms that simply try to achieve maximal wealth. The reviews were mixed but relying on m",5,5,5 6 3 2 3,3 3 4 3 4,3.8,3.0,3.7058823529411766,4,2,3,reject,False,,No public meta-review exposed,18,4264,13,5,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,ypVW5jvguX,2214,https://openreview.net/forum?id=ypVW5jvguX,Hierarchical Semantic-Augmented Navigation: Optimal Transport and Graph-Driven Reasoning for Vision-Language Navigation,accept,NeurIPS.cc/2025/Conference,True,"title: Paper Decision | decision: Accept (poster) | comment: The submission presents a novel multi-stage framework with thorough simulation experiments and ablation studies, demonstrating clear methodological innovation and reasonable performance on one benchmark dataset. Two reviewers highlight the paper’s theoretical grounding, experimental rigor, and SOTA results, providing highly positive and detailed assessments. While other three reviewers raised concerns regarding clarity, notation, and real-world deployment, one was unresponsive in the rebuttal, and the remaining issues are addressable in revision. On balance, the paper makes a significant contribution to the field, and the AC recommends acceptance, giving higher weight to the evaluations of the senior, engaged reviewers. This deci",5,5,5 5 2 3 3,4 4 4 1 4,3.6,3.0,3.7058823529411766,4,2,3,reject,False,,No public meta-review exposed,8,5928,5,3,0
NeurIPS 2025 reject_to_accept,NeurIPS 2025,NeurIPS.cc/2025/Conference,2025,wpdLr5GmTz,19180,https://openreview.net/forum?id=wpdLr5GmTz,Beyond Prediction: Managing the Repercussions of Machine Learning Applications,accept,NeurIPS.cc/2025/Conference,True,title: Paper Decision | decision: Accept (poster) | comment: meta review forthcoming (in touch with sac),4,4,3 6 3 3,3 3 4 2,3.75,3.0,3.75,4,1,3,reject,False,,No public meta-review exposed,7,3952,4,3,0
